City,CityType,Year,Population,BirthsRate,DeathsRate,town,Median_household_income,CRIMENU
Westbrook,Town,2013,6906,0.48,0.88,154,82322,1424
Westbrook,Town,2014,6902,0.57,1.03,154,121828,1447
Westbrook,Town,2015,6902,0.57,1.06,154,86569,1529
West Hartford,LargeTown,2010,63276,1.04,1.01,155,51854,1828
West Hartford,LargeTown,2011,63317,0.99,1.05,155,53057,1510
West Hartford,LargeTown,2012,63274,0.93,0.98,155,51911,1766
West Hartford,LargeTown,2013,63371,1,0.89,155,52353,1806
West Hartford,LargeTown,2014,63324,0.96,0.97,155,65781,1665
West Hartford,LargeTown,2015,63053,0.91,1.02,155,50846,1030
West Haven,LargeTown,2010,55561,1.25,0.77,156,61069,67
West Haven,LargeTown,2011,55477,1.24,0.81,156,60422,43
West Haven,LargeTown,2012,55404,1.2,0.8,156,63885,49
West Haven,LargeTown,2013,55046,1.16,0.86,156,62832,48
West Haven,LargeTown,2014,54905,1.12,0.87,156,111086,51
West Haven,LargeTown,2015,54927,1.13,0.81,156,78346,38
Weston,Town,2010,10196,0.6,0.31,157,209630,69
Weston,Town,2011,10281,0.48,0.47,157,205563,55
Weston,Town,2012,10350,0.61,0.37,157,213423,43
Weston,Town,2013,10372,0.53,0.36,157,207262,38
Weston,Town,2014,10388,0.68,0.4,157,286088,35
Weston,Town,2015,10387,0.6,0.32,157,217171,25
Westport,LargeTown,2010,26436,0.73,0.54,158,150771,409
Westport,LargeTown,2011,26656,0.66,0.59,158,155792,426
Westport,LargeTown,2012,27068,0.7,0.48,158,152586,331
Westport,LargeTown,2013,27308,0.63,0.57,158,160106,259
Westport,LargeTown,2014,27561,0.63,0.67,158,255021,337
Westport,LargeTown,2015,27899,0.56,0.61,158,162907,282
Wethersfield,LargeTown,2010,26670,0.95,1.05,159,71284,507
Wethersfield,LargeTown,2011,26690,0.97,1.15,159,72041,389
Wethersfield,LargeTown,2012,26710,0.99,1.03,159,76196,433
Wethersfield,LargeTown,2013,26510,0.94,0.99,159,77740,407
Wethersfield,LargeTown,2014,26446,0.81,0.92,159,93145,399
Wethersfield,LargeTown,2015,26367,0.86,1.05,159,77195,369
Willington,Town,2010,6043,0.63,0.65,160,62500,46
Willington,Town,2011,6033,0.75,0.53,160,67736,28
Willington,Town,2012,5994,0.8,0.67,160,70013,36
Willington,Town,2013,5965,0.62,0.35,160,72011,36
Willington,Town,2014,5934,0.81,0.66,160,87036,47
Willington,Town,2015,5908,0.52,0.74,160,73526,33
Wilton,Town,2010,18091,0.72,0.67,161,153770,100
Wilton,Town,2011,18242,0.66,0.71,161,159720,119
Wilton,Town,2012,18617,0.58,0.79,161,161906,96
Wilton,Town,2013,18657,0.62,0.78,161,167094,113
Wilton,Town,2014,18692,0.67,0.8,161,242379,63
Wilton,Town,2015,18714,0.73,0.79,161,172095,77
Winchester,Town,2010,11231,0.89,1.04,162,57958,244
Winchester,Town,2011,11175,0.89,1.01,162,57050,234
Winchester,Town,2012,11071,0.84,1.04,162,60994,268
Winchester,Town,2013,11013,0.84,1.15,162,58458,206
Winchester,Town,2014,10929,0.85,0.98,162,71642,168
Winchester,Town,2015,10829,0.78,1.16,162,52757,261
Windham,LargeTown,2010,25273,1.19,0.8,163,40063,156
Windham,LargeTown,2011,25214,1.23,0.78,163,42178,102
Windham,LargeTown,2012,25091,1.21,0.93,163,41007,109
Windham,LargeTown,2013,25213,1.12,0.92,163,41639,112
Windham,LargeTown,2014,25005,1.02,0.89,163,53134,90
Windham,LargeTown,2015,24799,1.16,0.87,163,41398,102
Windsor,LargeTown,2010,29048,0.97,0.84,164,78695,530
Windsor,LargeTown,2011,29067,0.9,0.84,164,79927,491
Windsor,LargeTown,2012,29140,0.9,0.92,164,77377,446
Windsor,LargeTown,2013,29142,0.94,0.94,164,79528,443
Windsor,LargeTown,2014,29069,0.96,1,164,94631,483
Windsor,LargeTown,2015,29016,0.85,0.84,164,81982,481
Windsor Locks,Town,2010,12498,0.84,0.87,165,59369,286
Windsor Locks,Town,2011,12507,0.95,1.11,165,62212,216
Windsor Locks,Town,2012,12546,0.9,1.06,165,62640,235
Windsor Locks,Town,2013,12573,1.05,0.91,165,66583,244
Windsor Locks,Town,2014,12565,0.99,1.06,165,81930,256
Windsor Locks,Town,2015,12537,0.78,1.09,165,68944,194
Wolcott,Town,2010,16678,0.71,0.79,166,78882,273
Wolcott,Town,2011,16652,0.73,0.74,166,80529,306
Wolcott,Town,2012,16724,0.74,0.91,166,80655,325
Wolcott,Town,2013,16725,0.65,0.85,166,83993,301
Wolcott,Town,2014,16716,0.67,0.91,166,96690,314
Wolcott,Town,2015,16673,0.64,0.93,166,80323,263
Woodbridge,Town,2010,8989,0.59,1.15,167,127237,159
Woodbridge,Town,2011,8976,0.69,1.05,167,129583,126
Woodbridge,Town,2012,8965,0.65,1.1,167,137216,117
Woodbridge,Town,2013,8955,0.61,1.05,167,138082,102
Woodbridge,Town,2014,8925,0.64,1.06,167,175780,142
Woodbridge,Town,2015,8886,0.69,1.14,167,133412,137
Woodbury,Town,2010,9965,0.64,0.82,168,80595,84
Woodbury,Town,2011,9915,0.57,0.81,168,86802,72
Woodbury,Town,2012,9848,0.67,0.69,168,80167,57
Woodbury,Town,2013,9822,0.59,0.88,168,81597,37
Woodbury,Town,2014,9719,0.52,0.64,168,108852,39
Woodbury,Town,2015,9636,0.68,0.84,168,80350,34
Woodstock,Town,2010,7966,0.73,0.73,169,74000,51
Woodstock,Town,2011,7945,0.62,0.74,169,81320,35
Woodstock,Town,2012,7904,0.56,0.57,169,81705,47
Woodstock,Town,2013,7897,0.87,0.89,169,77366,44
Woodstock,Town,2014,7860,0.81,0.71,169,87110,31
Woodstock,Town,2015,7838,0.73,0.73,169,78594,49
