town,CityType,Year,Population,BirthsRate,DeathsRate,Crime_num,Median_household_income,Mill_Rate,HOUSING_PRICE
Ledyard,Town,2011,15019,1.13,0.62,133,87344,25.65,207000
Ledyard,Town,2012,15077,0.86,0.55,129,88057,27.93,230000
Ledyard,Town,2013,15094,1.02,0.63,159,87518,27.93,215000
Ledyard,Town,2014,15121,1.1,0.64,152,102930,28.2,202250
Ledyard,Town,2015,15025,1.02,0.74,77,84825,29.9,192375
Lisbon,Town,2010,4338,0.69,0.51,106,77872,16.9,194900
Lisbon,Town,2011,4330,0.72,0.85,143,74190,16.9,178500
Lisbon,Town,2012,4355,0.64,0.8,141,80539,16.86,0
Lisbon,Town,2013,4348,0.51,0.92,136,80129,19.6,159500
Lisbon,Town,2014,4342,0.62,0.76,157,94059,19.4,165250
Lisbon,Town,2015,4310,0.74,0.86,85,81200,19.5,169900
Litchfield,Town,2010,8457,0.59,0.97,84,78750,21.2,252000
Litchfield,Town,2011,8417,0.68,1.05,73,82155,21.9,224375
Litchfield,Town,2012,8353,0.51,1.05,91,84063,22.2,245000
Litchfield,Town,2013,8333,0.62,1.28,73,86801,22.2,285000
Litchfield,Town,2014,8264,0.64,0.9,82,108144,22.6,279900
Litchfield,Town,2015,8212,0.63,1.24,70,82361,25.2,279000
Lyme,Town,2010,2405,0.21,0.62,15,88500,12.75,499000
Lyme,Town,2011,2401,0.5,0.83,16,91522,13.55,367500
Lyme,Town,2012,2403,0.5,1.04,19,86250,13.5,313000
Lyme,Town,2013,2401,0.46,1.33,11,85263,13.5,464975
Lyme,Town,2014,2389,0.59,0.88,16,116545,14,240000
Lyme,Town,2015,2374,0.72,1.1,16,81650,17,397500
Madison,Town,2010,18267,0.47,0.78,230,108175,18.62,405000
Madison,Town,2011,18239,0.61,0.77,129,106609,19.3,427000
Madison,Town,2012,18291,0.46,0.8,118,107062,19.43,419500
Madison,Town,2013,18297,0.45,0.85,113,110761,19.77,439500
Madison,Town,2014,18259,0.54,0.87,122,143342,20.39,350000
Madison,Town,2015,18223,0.52,0.82,58,107183,25.17,381520
Manchester,LargeTown,2010,58249,1.38,0.76,1978,61571,30.32,180000
Manchester,LargeTown,2011,58287,1.4,0.88,1850,62436,31.28,172500
Manchester,LargeTown,2012,58289,1.28,0.77,1908,63656,31.98,169900
Manchester,LargeTown,2013,58211,1.31,0.85,1606,63274,35.83,169000
Manchester,LargeTown,2014,58106,1.35,0.88,1692,77191,37.44,155000
Manchester,LargeTown,2015,58007,1.34,0.83,1678,63158,38.65,154000
Mansfield,LargeTown,2010,26546,0.37,0.45,186,65839,25.71,216900
Mansfield,LargeTown,2011,26524,0.36,0.35,205,70208,25.71,172207
Mansfield,LargeTown,2012,25648,0.3,0.39,295,67615,26.68,184000
Mansfield,LargeTown,2013,25774,0.34,0.38,229,66143,27.16,200500
Mansfield,LargeTown,2014,25977,0.29,0.34,166,84113,27.95,187500
Mansfield,LargeTown,2015,26043,0.33,0.39,143,60263,27.95,178750
Marlborough,Town,2010,6406,0.72,0.8,72,108232,26.48,250000
Marlborough,Town,2011,6410,0.5,0.59,34,112665,26.58,257500
Marlborough,Town,2012,6433,0.73,0.85,34,110718,27.2,205000
Marlborough,Town,2013,6431,0.64,0.79,29,110694,31.03,257250
Marlborough,Town,2014,6430,0.76,0.86,22,115765,30.76,250000
Marlborough,Town,2015,6430,0.67,0.64,25,108698,31.45,247450
Meriden,LargeTown,2010,60866,1.29,0.77,1981,53873,28.85,157000
Meriden,LargeTown,2011,60770,1.3,0.9,1865,53722,29.53,146750
Meriden,LargeTown,2012,60638,1.29,0.9,2034,53831,29.83,144950
Meriden,LargeTown,2013,60456,1.26,0.81,1678,52590,34.7,146500
Meriden,LargeTown,2014,60293,1.23,0.89,1595,66365,34.99,135000
Meriden,LargeTown,2015,59988,1.21,0.95,1637,54588,35.74,130000
Middlebury,Town,2010,7575,0.81,0.84,99,100866,23.63,280000
Middlebury,Town,2011,7563,0.73,0.81,85,99679,23.63,280000
Middlebury,Town,2012,7572,0.71,0.79,74,97996,23.79,269500
Middlebury,Town,2013,7571,0.7,0.77,69,96181,28.07,280000
Middlebury,Town,2014,7591,0.8,0.91,60,113127,28.86,319500
Middlebury,Town,2015,7634,0.67,1.11,65,97756,29.34,301000
Middlefield,Town,2010,4423,0.75,0.72,46,80392,25.69,256000
Middlefield,Town,2011,4436,0.72,0.77,36,81638,27.43,227450
Middlefield,Town,2012,4416,0.41,0.72,21,87463,28.16,202500
Middlefield,Town,2013,4425,0.77,0.99,35,96765,32.15,233250
Middlefield,Town,2014,4424,0.63,0.75,24,108560,33.24,208700
Middlefield,Town,2015,4407,0.7,0.98,32,102426,33.92,225000
Middletown,LargeTown,2010,47636,1.13,0.83,1202,57655,25.5,207000
Middletown,LargeTown,2011,47749,1.1,0.85,1101,59966,26.4,197000
Middletown,LargeTown,2012,47325,1.17,0.88,972,60542,26.1,190500
Middletown,LargeTown,2013,47333,1.14,0.93,885,59994,26.9,210000
Middletown,LargeTown,2014,47043,1.11,0.85,940,81172,27.7,156500
Middletown,LargeTown,2015,46756,1.06,0.92,790,63691,32.7,165000
Milford,LargeTown,2010,52757,0.89,0.98,1683,76973,27.5,270000
Milford,LargeTown,2011,52675,0.91,0.93,1788,79828,28.44,250000
Milford,LargeTown,2012,52981,0.83,0.91,1632,79531,28.89,255000
Milford,LargeTown,2013,53137,0.8,0.91,1597,80460,25.6,255400
Milford,LargeTown,2014,53358,0.9,0.99,1422,99259,26.28,260000
Milford,LargeTown,2015,53592,0.79,0.94,1385,80247,27.22,247000
Monroe,Town,2010,19512,0.71,0.63,143,109727,29.5,385000
Monroe,Town,2011,19675,0.71,0.62,188,108478,28.26,363000
Monroe,Town,2012,19794,0.65,0.67,162,112605,28.79,350000
Monroe,Town,2013,19834,0.77,0.75,169,103589,29.26,324000
Monroe,Town,2014,19867,0.74,0.57,163,143010,30.41,317000
Monroe,Town,2015,19833,0.72,0.61,126,110558,31.01,299450
Montville,Town,2010,19568,0.84,0.73,129,65349,21.43,179900
Montville,Town,2011,19533,0.9,0.65,148,67734,22.4,168000
Montville,Town,2012,19686,0.89,0.89,243,67262,23,147500
Montville,Town,2013,19713,0.74,0.82,210,68298,29.33,164375
Montville,Town,2014,19635,0.8,0.89,170,79960,29.06,160000
Montville,Town,2015,19396,0.96,0.87,141,70036,29.37,156500
Morris,Town,2010,2387,0.92,1.09,14,81583,20.6,257500
Morris,Town,2011,2373,0.63,1.1,17,87974,20.6,250000
Morris,Town,2012,2356,0.68,0.51,17,89688,20.83,205000
Morris,Town,2013,2345,0.6,0.72,12,83958,21.9,239900
Morris,Town,2014,2314,0.65,0.99,14,95470,21.65,252250
Morris,Town,2015,2293,0.44,1.09,19,83750,22.38,305000
Naugatuck,LargeTown,2010,31861,1.1,0.78,665,59393,31.52,170000
Naugatuck,LargeTown,2011,31810,1.19,0.81,643,63414,32.02,158900
Naugatuck,LargeTown,2012,31774,1.13,0.79,662,62574,32.81,145000
Naugatuck,LargeTown,2013,31707,1.15,0.83,806,59056,33.55,161250
Naugatuck,LargeTown,2014,31659,1.09,0.76,644,77141,44.8,140000
Naugatuck,LargeTown,2015,31538,1.06,0.93,590,58078,44.27,130000
New Britain,LargeTown,2010,73215,1.51,0.92,3360,39706,34.98,129900
New Britain,LargeTown,2011,73261,1.36,0.89,3295,39838,36.63,122250
New Britain,LargeTown,2012,73153,1.43,0.91,3234,39898,36.63,113000
New Britain,LargeTown,2013,72939,1.41,0.92,2525,40294,36.63,122000
New Britain,LargeTown,2014,72878,1.36,0.89,2439,52689,44.12,118000
New Britain,LargeTown,2015,72808,1.43,0.92,2366,40457,49,114392.5
New Canaan,Town,2010,19770,0.72,0.6,138,179338,13.35,1400000
New Canaan,Town,2011,19938,0.87,0.61,113,191750,13.59,1375000
New Canaan,LargeTown,2012,20110,0.71,0.51,136,167037,13.85,1302500
New Canaan,LargeTown,2013,20194,0.72,0.52,127,161848,14.08,1297500
New Canaan,LargeTown,2014,20314,0.7,0.58,131,300285,14.59,1260000
New Canaan,LargeTown,2015,20387,0.66,0.62,149,168311,15.54,1325000
New Fairfield,Town,2010,13905,0.84,0.48,70,101067,20.61,315000
New Fairfield,Town,2011,14020,0.73,0.53,48,102159,23.28,330000
New Fairfield,Town,2012,14112,0.71,0.55,34,98209,23.95,281250
New Fairfield,Town,2013,14145,0.6,0.57,45,103100,24.66,315000
New Fairfield,Town,2014,14149,0.62,0.57,36,123933,25.64,294000
New Fairfield,Town,2015,14126,0.67,0.59,21,101273,26.08,319199.5
New Hartford,Town,2010,6963,0.89,0.62,40,80718,23.9,234900
New Hartford,Town,2011,6929,0.75,0.59,49,84297,24,250000
New Hartford,Town,2012,6903,0.72,0.75,61,85598,24.2,260000
New Hartford,Town,2013,6886,0.64,0.46,52,86354,24.8,283000
New Hartford,Town,2014,6812,0.69,0.65,61,96074,24.95,179000
New Hartford,Town,2015,6764,0.55,0.68,31,87596,27.68,220000
New Haven,City,2010,129774,1.54,0.67,9278,38963,42.21,130000
New Haven,City,2011,129585,1.49,0.65,8295,39094,43.9,133000
New Haven,City,2012,130741,1.46,0.63,8500,38482,43.9,135000
New Haven,City,2013,130660,1.44,0.65,7769,37428,38.88,155000
New Haven,City,2014,130282,1.4,0.63,6553,57862,40.8,142875
New Haven,City,2015,130322,1.34,0.62,6496,37192,41.55,154450
New London,LargeTown,2010,27617,1.23,0.76,1195,84824,25.49,129900
New London,LargeTown,2011,27569,1.39,0.74,1143,84818,25.31,135000
New London,LargeTown,2012,27707,1.22,0.82,1130,84110,25.31,127500
New London,LargeTown,2013,27545,1.39,0.8,1086,80792,26.6,128000
New London,LargeTown,2014,27374,1.26,0.78,1013,99314,27.5,127000
New London,LargeTown,2015,27179,1.23,0.82,795,78343,38,118000
New Milford,LargeTown,2010,28115,0.85,0.67,418,69085,22.52,274500
New Milford,LargeTown,2011,27972,0.97,0.65,606,71817,22.7,255000
New Milford,LargeTown,2012,27835,0.86,0.68,429,75237,24.75,254000
New Milford,LargeTown,2013,27767,0.92,0.75,384,77368,25.37,267900
New Milford,LargeTown,2014,27474,0.86,0.72,401,87593,25.85,257500
New Milford,LargeTown,2015,27276,0.92,0.74,403,79960,26.3,235000
Newington,LargeTown,2010,30565,0.81,0.96,846,43551,28.4,220000
Newington,LargeTown,2011,30586,0.96,1.05,779,45509,29.18,199900
Newington,LargeTown,2012,30602,0.82,0.9,812,44106,30.02,207000
Newington,LargeTown,2013,30756,0.79,0.96,748,43307,32.64,207450
Newington,LargeTown,2014,30685,0.94,0.96,770,54529,33.63,202000
Newington,LargeTown,2015,30604,0.86,1.05,890,36250,34.77,189000
Newtown,LargeTown,2010,27606,0.72,0.57,225,108148,23.43,412000
Newtown,LargeTown,2011,27829,0.61,0.62,209,114695,24,351250
Newtown,LargeTown,2012,28042,0.6,0.78,196,116024,24.37,380000
Newtown,LargeTown,2013,28113,0.59,0.63,129,109159,24.54,312500
Newtown,LargeTown,2014,28152,0.62,0.63,188,139282,33.32,365000
Newtown,LargeTown,2015,28022,0.71,0.68,166,111022,33.31,365000
Norfolk,Town,2010,1707,0.59,0.41,14,85526,19.42,170625
Norfolk,Town,2011,1698,0.41,0.77,18,82250,20.16,254000
Norfolk,Town,2012,1685,0.36,0.71,13,78214,20.11,160000
Norfolk,Town,2013,1678,0.72,0.77,23,71538,20.18,260000
Norfolk,Town,2014,1655,0.3,0.91,10,101838,20.22,275000
Norfolk,Town,2015,1643,0.55,1.22,9,72875,22.41,180000
North Branford,Town,2010,14407,0.72,0.9,288,80618,25.95,260000
North Branford,Town,2011,14383,0.71,1.03,249,78720,26.71,242000
North Branford,Town,2012,14379,0.7,0.95,207,82460,27.77,240000
North Branford,Town,2013,14353,0.59,0.96,177,84783,27.77,261500
North Branford,Town,2014,14322,0.75,0.94,195,105592,29.1,256800
North Branford,Town,2015,14263,0.73,0.98,185,84697,29.92,234900
North Canaan,Town,2010,3311,0.88,1.45,43,46417,21,164000
North Canaan,Town,2011,3295,0.82,2.09,25,45139,21,155000
North Canaan,Town,2012,3259,0.83,1.9,41,45992,21,153600
North Canaan,Town,2013,3241,0.59,1.82,43,49746,21.5,149250
North Canaan,Town,2014,3214,0.59,1.71,41,67267,25.5,144900
North Canaan,Town,2015,3194,0.94,1.94,35,69231,27.5,125000
North Haven,LargeTown,2010,24091,0.66,0.93,621,83588,23.48,250000
North Haven,LargeTown,2011,24054,0.78,0.88,650,81789,26.18,250000
North Haven,LargeTown,2012,24033,0.75,0.95,590,83089,26.54,258500
North Haven,LargeTown,2013,23939,0.73,1.09,491,86250,26.54,250000
North Haven,LargeTown,2014,23909,0.77,0.92,577,104286,28.1,265500
North Haven,LargeTown,2015,23828,0.79,1.05,673,86340,28.1,245579.5
North Stoningto,Town,2010,5295,0.77,0.83,68,88869,19.94,205700
North Stoningto,Town,2011,5287,0.91,0.78,73,81905,20.19,198000
North Stoningto,Town,2012,5303,0.85,0.68,73,81434,20.29,202500
North Stoningto,Town,2013,5291,0.76,0.95,58,82900,25.25,232000
North Stoningto,Town,2014,5288,0.93,0.74,60,91390,25.6,220000
North Stoningto,Town,2015,5256,0.57,0.7,25,75954,25.85,210000
Norwalk,LargeTown,2010,85746,1.4,0.65,2230,76161,19.78,420750
Norwalk,LargeTown,2011,86460,1.39,0.63,2255,76384,20.52,380009
Norwalk,LargeTown,2012,87190,1.35,0.6,1987,75446,20.74,387500
Norwalk,LargeTown,2013,87776,1.31,0.62,1969,74728,21.33,430000
Norwalk,LargeTown,2014,88145,1.3,0.6,1866,104797,22.14,349000
Norwalk,LargeTown,2015,88485,1.3,0.64,1872,76987,25.04,365000
Norwich,LargeTown,2010,40488,1.2,0.85,1115,52186,23.84,127475
Norwich,LargeTown,2011,40408,1.34,0.95,989,51225,24.4,109750
Norwich,LargeTown,2012,40502,1.29,0.9,1062,51304,25.12,94000
Norwich,LargeTown,2013,40347,1.22,0.92,1132,48597,26.9,109687.5
Norwich,LargeTown,2014,40178,1.26,0.86,1001,65335,27.23,89250
Norwich,LargeTown,2015,39899,1.28,0.89,752,50078,38.55,80000
Old Lyme,Town,2010,7603,0.64,1.07,53,92024,19.5,314750
Old Lyme,Town,2011,7587,0.49,0.88,48,93682,18.6,335000
Old Lyme,Town,2012,7592,0.67,0.76,45,92175,18.8,295000
Old Lyme,Town,2013,7592,0.38,0.83,52,87416,19.26,335000
Old Lyme,Town,2014,7575,0.34,0.77,33,116484,19.3,310000
Old Lyme,Town,2015,7521,0.47,1.01,53,87025,19.66,350000
Old Saybrook,Town,2010,10238,0.63,1.5,311,79985,13.44,295750
Old Saybrook,Town,2011,10265,0.61,1.39,178,80347,13.99,368870
Old Saybrook,Town,2012,10238,0.58,1.27,176,78227,14.06,321250
Old Saybrook,Town,2013,10246,0.46,1.5,120,75549,14.62,320000
Old Saybrook,Town,2014,10217,0.64,1.34,169,105355,15.2,327000
Old Saybrook,Town,2015,10160,0.28,1.26,124,71796,18.5,325250
Orange,Town,2010,13956,0.58,0.98,401,102255,28.3,350000
Orange,Town,2011,13933,0.7,0.95,412,104335,28.3,336000
Orange,Town,2012,13935,0.68,0.88,383,106372,30.2,332000
Orange,Town,2013,13953,0.73,1.05,339,106942,31.2,315000
Orange,Town,2014,13955,0.74,1.02,364,138942,30.5,340000
Orange,Town,2015,13944,0.7,0.83,398,107047,30.8,347200
Oxford,Town,2010,12682,0.82,0.6,93,107500,20.44,327500
Oxford,Town,2011,12662,0.81,0.58,68,111122,21.05,293000
Oxford,Town,2012,12819,0.69,0.75,80,107308,23.21,307500
Oxford,Town,2013,12874,0.69,0.55,60,102167,24.1,314500
Oxford,Town,2014,12914,0.66,0.6,54,117567,24.75,309900
Oxford,Town,2015,13013,0.76,0.64,73,97296,24.87,341000
Plainfield,Town,2010,15410,0.99,0.82,62,61500,19.94,140000
Plainfield,Town,2011,15369,1.11,0.88,57,61058,20.19,145000
Plainfield,Town,2012,15267,1.08,0.87,135,62775,20.79,129900
Plainfield,Town,2013,15228,1.04,0.91,149,62708,21.52,148000
Plainfield,Town,2014,15135,0.97,0.95,142,69431,28.36,154000
Plainfield,Town,2015,15077,1.01,0.85,110,60673,28.36,141200
Plainville,Town,2010,17718,0.85,0.94,650,63447,26.33,191000
Plainville,Town,2011,17730,1.07,0.98,605,61489,28.01,170000
Plainville,Town,2012,17819,0.92,0.91,709,61766,28.98,169400
Plainville,Town,2013,17820,0.93,0.91,529,60630,30.89,169950
Plainville,Town,2014,17801,0.8,0.85,516,70796,31.38,170000
Plainville,Town,2015,17773,0.87,0.88,509,58500,31.38,155000
Plymouth,Town,2010,12232,1.02,0.78,286,71630,30.1,174000
Plymouth,Town,2011,12169,0.87,0.82,171,74317,30.85,166500
Plymouth,Town,2012,12089,0.83,0.98,218,73603,31.5,139000
Plymouth,Town,2013,12047,0.75,0.92,213,70273,34.9,164500
Plymouth,Town,2014,11914,0.65,0.83,179,78037,35.45,149950
Plymouth,Town,2015,11813,0.87,0.91,195,70167,34.85,135750
Pomfret,Town,2010,4249,1.04,0.66,37,68278,20.59,254000
Pomfret,Town,2011,4236,0.52,0.68,21,77422,21.55,152500
Pomfret,Town,2012,4217,0.55,0.59,23,82661,22.26,209000
Pomfret,Town,2013,4198,0.57,0.55,50,84918,22.98,195000
Pomfret,Town,2014,4179,0.72,0.74,23,115309,23.79,225000
Pomfret,Town,2015,4163,0.43,0.6,14,91053,24.13,264500
Portland,Town,2010,9506,0.92,0.81,83,86661,27.24,228300
Portland,Town,2011,9530,0.72,1.11,89,93438,27.8,190000
Portland,Town,2012,9472,1.06,0.79,86,92344,28.15,203950
Portland,Town,2013,9456,0.68,0.99,53,88693,30.73,235000
Portland,Town,2014,9444,1.06,0.88,66,102054,31.28,220000
Portland,Town,2015,9391,0.79,0.84,75,90417,31.78,193050
Preston,Town,2010,4725,0.83,0.78,59,77377,18.96,219000
Preston,Town,2011,4716,0.53,0.93,37,78250,19.24,185000
Preston,Town,2012,4753,0.82,0.95,39,76296,19.43,226000
Preston,Town,2013,4755,0.72,0.61,56,74141,19.43,211250
Preston,Town,2014,4748,0.74,0.76,32,80884,23.7,199495
Preston,Town,2015,4707,0.66,1.08,32,69275,23.14,181500
Prospect,Town,2010,9404,0.68,0.88,79,86526,25,252500
Prospect,Town,2011,9390,0.68,0.83,70,93631,25.26,225000
Prospect,Town,2012,9642,0.8,0.86,69,95325,25.2,245000
Prospect,Town,2013,9671,0.71,0.64,106,98151,27.58,239000
Prospect,Town,2014,9723,0.79,0.96,80,109505,28.08,220000
Prospect,Town,2015,9739,0.69,1.11,92,102397,28.98,260000
Putnam,Town,2010,9587,1.07,1.07,264,51180,13.94,140000
Putnam,Town,2011,9562,1.04,1.19,259,51171,13.94,130000
Putnam,Town,2012,9491,1.35,0.98,273,46440,13.94,119900
Putnam,Town,2013,9465,1.26,0.97,247,46627,14.94,145500
Putnam,Town,2014,9416,1.01,1.06,261,58240,15.07,133000
Putnam,Town,2015,9372,1.15,1.2,190,51621,15.07,132500
Redding,Town,2010,9173,0.58,0.85,75,130557,21.8,579000
Redding,Town,2011,9250,0.63,0.81,62,113697,22.22,550000
Redding,Town,2012,9299,0.47,0.88,59,120223,22.79,562000
Redding,Town,2013,9312,0.43,0.95,47,119112,23.28,564000
Redding,Town,2014,9309,0.6,0.83,45,157283,28.95,548500
Redding,Town,2015,9293,0.62,0.82,64,121270,28.91,530000
Ridgefield,LargeTown,2010,24679,0.68,0.51,90,132907,20,695000
Ridgefield,LargeTown,2011,24885,0.69,0.54,69,145000,20.4,483750
Ridgefield,LargeTown,2012,25045,0.61,0.71,89,148104,20.61,607500
Ridgefield,LargeTown,2013,25164,0.7,0.65,76,147993,20.37,650000
Ridgefield,LargeTown,2014,25205,0.56,0.62,66,212297,25.38,636500
Ridgefield,LargeTown,2015,25244,0.61,0.61,108,145902,26.01,582500
Rocky Hill,Town,2010,19712,0.95,0.97,300,72417,22.9,266500
Rocky Hill,Town,2011,19723,0.97,1.23,272,75582,23.8,255000
Rocky Hill,Town,2012,19729,0.93,1.22,279,76128,24.5,251250
Rocky Hill,Town,2013,19915,0.9,0.96,307,77560,25.9,255000
Rocky Hill,LargeTown,2014,20094,1.07,1.18,379,102829,26.6,180500
Rocky Hill,LargeTown,2015,20021,0.98,1.08,353,81576,29.7,195000
Roxbury,Town,2010,2259,0.62,0.66,11,97768,10.9,858000
Roxbury,Town,2011,2249,0.71,0.93,19,98833,11.4,542500
Roxbury,Town,2012,2237,0.31,0.72,18,97031,11.9,822500
Roxbury,Town,2013,2229,0.45,0.58,13,90250,12.1,669000
Roxbury,Town,2014,2201,0.36,0.59,12,144745,13.3,572000
Roxbury,Town,2015,2187,0.5,0.59,13,96875,13.4,531500
Salem,Town,2010,4151,0.82,0.55,43,95000,23.3,250950
Salem,Town,2011,4142,0.65,0.48,24,97424,24.5,275625
Salem,Town,2012,4188,0.88,0.64,44,100375,24.5,282500
Salem,Town,2013,4201,0.6,0.5,28,100625,29.6,242500
Salem,Town,2014,4184,1.1,0.33,30,118023,30.1,259500
Salem,Town,2015,4183,0.81,0.41,19,105326,31.1,218500
Salisbury,Town,2010,3738,0.62,1.63,45,63587,9.3,574500
Salisbury,Town,2011,3720,0.59,1.4,31,70250,9.5,326500
Salisbury,Town,2012,3701,0.46,1.38,32,65625,10,342500
Salisbury,Town,2013,3693,0.49,1.19,36,68094,10.2,437500
Salisbury,Town,2014,3665,0.57,1.8,30,136004,10.4,375000
Salisbury,Town,2015,3638,0.66,1.32,14,82794,10.5,471875
Scotland,Town,2010,1727,1.04,0.46,13,75417,26,168000
Scotland,Town,2011,1722,0.75,0.58,12,77143,28.6,185000
Scotland,Town,2012,1710,0.88,0.23,15,77634,30.07,177500
Scotland,Town,2013,1699,1,0.82,19,78250,30.07,140000
Scotland,Town,2014,1694,0.59,0.3,8,85110,30.36,166166.5
Scotland,Town,2015,1686,0.83,0.47,10,79896,35,173750
Seymour,Town,2010,16540,0.8,0.98,209,71719,25.8,237500
Seymour,Town,2011,16514,0.9,0.96,251,75482,26.78,212500
Seymour,Town,2012,16561,0.88,0.91,177,73099,27.62,194000
Seymour,Town,2013,16571,1.03,1.01,246,75426,32.83,190000
Seymour,Town,2014,16537,0.89,0.89,173,88492,33.23,189900
Seymour,Town,2015,16475,1.1,1.05,175,76991,34.04,178000
Sharon,Town,2010,2780,0.47,1.62,33,70104,10.35,425000
Sharon,Town,2011,2766,0.51,1.34,19,73661,10.9,247500
Sharon,Town,2012,2747,0.47,1.27,21,76117,11.35,390000
Sharon,Town,2013,2743,0.47,1.02,18,74083,11.35,413750
Sharon,Town,2014,2725,0.48,1.47,18,117157,11.7,280000
Sharon,Town,2015,2706,0.22,1.22,11,74625,13.25,276750
Shelton,LargeTown,2010,39626,0.81,0.9,521,80656,18.61,299999
Shelton,LargeTown,2011,39954,0.84,0.96,552,83128,18.61,280000
Shelton,LargeTown,2012,40261,0.76,1.03,457,83755,18.57,275000
Shelton,LargeTown,2013,40999,0.84,0.95,464,86138,22.4,305000
Shelton,LargeTown,2014,41295,0.78,1.02,414,106649,22.31,283750
Shelton,LargeTown,2015,41296,0.77,0.95,456,86870,22.31,274900
Sherman,Town,2010,3586,0.56,0.47,23,115417,15.2,372500
Sherman,Town,2011,3618,0.41,0.47,19,120458,15.7,362000
Sherman,Town,2012,3648,0.49,0.58,19,118750,15.8,350000
Sherman,Town,2013,3670,0.38,0.54,3,112344,16.1,352000
Sherman,Town,2014,3671,0.41,0.79,10,159155,16.84,465000
Sherman,Town,2015,3668,0.55,0.71,7,108398,19.84,430000
Simsbury,LargeTown,2010,23514,0.71,0.78,188,113224,30.1,313950
Simsbury,LargeTown,2011,23528,0.75,0.82,189,116554,30.55,320000
Simsbury,LargeTown,2012,23620,0.69,0.69,192,117577,30.86,312500
Simsbury,LargeTown,2013,23824,0.7,0.66,166,115000,31.37,285000
Simsbury,LargeTown,2014,23975,0.75,0.76,176,146756,37.29,325000
Simsbury,LargeTown,2015,24348,0.8,0.79,139,113355,37.14,286875
Somers,Town,2010,11448,0.55,0.68,107,98977,22.11,289000
Somers,Town,2011,11433,0.46,0.63,68,100573,21.12,277250
Somers,Town,2012,11451,0.52,0.56,54,100100,22.12,280000
Somers,Town,2013,11320,0.43,0.5,44,98846,23.12,279500
Somers,Town,2014,11303,0.58,0.69,45,109664,23.37,250000
Somers,Town,2015,11432,0.52,0.67,38,95605,23.37,269000
South Windsor,LargeTown,2010,25713,0.86,0.75,412,77673,27.84,269900
South Windsor,LargeTown,2011,25729,0.72,0.88,442,77112,28.34,252500
South Windsor,LargeTown,2012,25835,0.85,0.81,381,78668,28.78,256000
South Windsor,LargeTown,2013,25846,0.79,0.81,400,80029,29.43,245500
South Windsor,LargeTown,2014,25823,0.77,0.85,360,97633,34.9,248000
South Windsor,LargeTown,2015,25789,0.81,0.85,301,82704,35.51,226130
Southbury,Town,2010,19903,0.56,1.36,219,88350,20.9,366250
Southbury,Town,2011,19873,0.55,1.38,203,92513,21.5,323750
Southbury,Town,2012,19877,0.49,1.36,182,91519,21.4,300000
Southbury,Town,2013,19859,0.51,1.64,185,90499,21.2,377500
Southbury,Town,2014,19881,0.44,1.64,174,117942,26.4,263450
Southbury,Town,2015,19675,0.47,1.74,187,97389,27.6,179000
Southington,LargeTown,2010,43074,0.81,0.88,762,68041,23.27,255000
Southington,LargeTown,2011,43103,0.8,0.99,801,72177,24.02,240000
Southington,LargeTown,2012,43434,0.74,0.83,783,67195,24.28,283750
Southington,LargeTown,2013,43661,0.76,0.92,836,73341,27.48,248250
Southington,LargeTown,2014,43815,0.83,1,859,105257,27.46,249750
Southington,LargeTown,2015,43817,0.87,0.95,765,84058,28.36,222000
Sprague,Town,2010,2983,0.87,0.74,33,68241,25.75,198750
Sprague,Town,2011,2978,1.01,0.94,35,63155,25.75,120000
Sprague,Town,2012,2988,1.14,0.7,36,67415,25.75,134200
Sprague,Town,2013,2979,1.17,0.44,33,66622,26.75,65000
Sprague,Town,2014,2980,1.11,0.54,28,72752,30,123000
Sprague,Town,2015,2951,1.25,0.81,23,64063,31,120000
Stafford,Town,2010,12092,0.9,0.93,82,64494,27.21,164950
Stafford,Town,2011,12072,0.91,0.88,95,65570,27.96,165000
Stafford,Town,2012,11987,0.79,0.92,88,63672,28.96,163000
Stafford,Town,2013,11928,0.7,0.83,76,61959,32.29,155000
Stafford,Town,2014,11881,0.88,0.81,69,73805,33.06,157500
Stafford,Town,2015,11837,0.92,0.93,56,62371,33.03,159900
Stamford,City,2010,122848,1.57,0.67,2330,75579,16.82,539999
Stamford,City,2011,123868,1.43,0.65,2390,78201,17.17,480000
Stamford,City,2012,125109,1.46,0.62,2283,76797,17.49,504000
Stamford,City,2013,126456,1.46,0.59,2279,76779,17.89,525000
Stamford,City,2014,128278,1.44,0.62,2369,120782,24.04,515000
Stamford,City,2015,128874,1.45,0.64,2180,79359,24.79,428050
Sterling,Town,2010,3832,1.15,0.57,40,64500,20,150500
Sterling,Town,2011,3820,0.92,0.68,37,75000,20.36,139450
Sterling,Town,2012,3799,0.92,0.47,40,67794,21.11,125300
Sterling,Town,2013,3780,0.93,0.4,31,68833,21.34,172000
Sterling,Town,2014,3773,0.85,0.48,22,81959,31.5,140000
Sterling,Town,2015,3764,0.82,0.69,19,72220,31.5,170700
Stonington,Town,2010,18543,0.61,1.3,274,72445,15.1,277250
Stonington,Town,2011,18506,0.76,1.33,330,75972,15.43,248500
Stonington,Town,2012,18556,0.65,1.53,347,80666,15.63,305000
Stonington,Town,2013,18541,0.59,1.44,413,81026,15.89,230000
Stonington,Town,2014,18512,0.83,1.56,339,103315,19.88,253000
Stonington,Town,2015,18370,0.61,1.54,288,77295,20.43,289900
