Town,Year,Crime Type,Measure_Type,Value
Hebron,2017,Robbery,Number,0
Hebron,2017,Robbery,"Rate (per 100,000)",0
Hebron,2017,Burglary,Number,6
Hebron,2017,Burglary,"Rate (per 100,000)",66.2
Hebron,2017,Larceny,Number,26
Hebron,2017,Larceny,"Rate (per 100,000)",286.9
Hebron,2017,Motor Vehicle Theft,Number,3
Hebron,2017,Motor Vehicle Theft,"Rate (per 100,000)",33.1
Hebron,2017,Arson,Number,0
Hebron,2017,Arson,"Rate (per 100,000)",0
Kent,2010,Total Crime,Number,28
Kent,2010,Total Crime,"Rate (per 100,000)",933.6
Kent,2010,Total Violent Crime,Number,0
Kent,2010,Total Violent Crime,"Rate (per 100,000)",0
Kent,2010,Total Property Crime,Number,28
Kent,2010,Total Property Crime,"Rate (per 100,000)",933.6
Kent,2010,Aggravated Assault,Number,0
Kent,2010,Aggravated Assault,"Rate (per 100,000)",0
Kent,2010,Murder,Number,0
Kent,2010,Murder,"Rate (per 100,000)",0
Kent,2010,Rape,Number,0
Kent,2010,Rape,"Rate (per 100,000)",0
Kent,2010,Robbery,Number,0
Kent,2010,Robbery,"Rate (per 100,000)",0
Kent,2010,Burglary,Number,7
Kent,2010,Burglary,"Rate (per 100,000)",233.4
Kent,2010,Larceny,Number,16
Kent,2010,Larceny,"Rate (per 100,000)",533.5
Kent,2010,Motor Vehicle Theft,Number,5
Kent,2010,Motor Vehicle Theft,"Rate (per 100,000)",166.7
Kent,2010,Arson,Number,0
Kent,2010,Arson,"Rate (per 100,000)",0
Kent,2011,Total Crime,Number,41
Kent,2011,Total Crime,"Rate (per 100,000)",1364.4
Kent,2011,Total Violent Crime,Number,2
Kent,2011,Total Violent Crime,"Rate (per 100,000)",66.6
Kent,2011,Total Property Crime,Number,39
Kent,2011,Total Property Crime,"Rate (per 100,000)",1297.8
Kent,2011,Aggravated Assault,Number,1
Kent,2011,Aggravated Assault,"Rate (per 100,000)",33.3
Kent,2011,Murder,Number,0
Kent,2011,Murder,"Rate (per 100,000)",0
Kent,2011,Rape,Number,0
Kent,2011,Rape,"Rate (per 100,000)",0
Kent,2011,Robbery,Number,1
Kent,2011,Robbery,"Rate (per 100,000)",33.3
Kent,2011,Burglary,Number,21
Kent,2011,Burglary,"Rate (per 100,000)",698.8
Kent,2011,Larceny,Number,17
Kent,2011,Larceny,"Rate (per 100,000)",565.7
Kent,2011,Motor Vehicle Theft,Number,1
Kent,2011,Motor Vehicle Theft,"Rate (per 100,000)",33.3
Kent,2011,Arson,Number,0
Kent,2011,Arson,"Rate (per 100,000)",0
Kent,2012,Total Crime,Number,39
Kent,2012,Total Crime,"Rate (per 100,000)",1294.4
Kent,2012,Total Violent Crime,Number,2
Kent,2012,Total Violent Crime,"Rate (per 100,000)",66.4
Kent,2012,Total Property Crime,Number,37
Kent,2012,Total Property Crime,"Rate (per 100,000)",1228
Kent,2012,Aggravated Assault,Number,1
Kent,2012,Aggravated Assault,"Rate (per 100,000)",33.2
Kent,2012,Murder,Number,0
Kent,2012,Murder,"Rate (per 100,000)",0
Kent,2012,Rape,Number,0
Kent,2012,Rape,"Rate (per 100,000)",0
Kent,2012,Robbery,Number,1
Kent,2012,Robbery,"Rate (per 100,000)",33.2
Kent,2012,Burglary,Number,9
Kent,2012,Burglary,"Rate (per 100,000)",298.7
Kent,2012,Larceny,Number,27
Kent,2012,Larceny,"Rate (per 100,000)",896.1
Kent,2012,Motor Vehicle Theft,Number,1
Kent,2012,Motor Vehicle Theft,"Rate (per 100,000)",33.2
Kent,2012,Arson,Number,0
Kent,2012,Arson,"Rate (per 100,000)",0
Kent,2013,Total Crime,Number,26
Kent,2013,Total Crime,"Rate (per 100,000)",861.8
Kent,2013,Total Violent Crime,Number,2
Kent,2013,Total Violent Crime,"Rate (per 100,000)",66.3
Kent,2013,Total Property Crime,Number,24
Kent,2013,Total Property Crime,"Rate (per 100,000)",795.5
Kent,2013,Aggravated Assault,Number,1
Kent,2013,Aggravated Assault,"Rate (per 100,000)",33.1
Kent,2013,Murder,Number,0
Kent,2013,Murder,"Rate (per 100,000)",0
Kent,2013,Rape,Number,0
Kent,2013,Rape,"Rate (per 100,000)",0
Kent,2013,Robbery,Number,1
Kent,2013,Robbery,"Rate (per 100,000)",33.1
Kent,2013,Burglary,Number,8
Kent,2013,Burglary,"Rate (per 100,000)",265.2
Kent,2013,Larceny,Number,15
Kent,2013,Larceny,"Rate (per 100,000)",497.2
Kent,2013,Motor Vehicle Theft,Number,1
Kent,2013,Motor Vehicle Theft,"Rate (per 100,000)",33.1
Kent,2013,Arson,Number,2
Kent,2013,Arson,"Rate (per 100,000)",66.3
Kent,2014,Total Crime,Number,5
Kent,2014,Total Crime,"Rate (per 100,000)",165.8
Kent,2014,Total Violent Crime,Number,0
Kent,2014,Total Violent Crime,"Rate (per 100,000)",0
Kent,2014,Total Property Crime,Number,5
Kent,2014,Total Property Crime,"Rate (per 100,000)",165.8
Kent,2014,Aggravated Assault,Number,0
Kent,2014,Aggravated Assault,"Rate (per 100,000)",0
Kent,2014,Murder,Number,0
Kent,2014,Murder,"Rate (per 100,000)",0
Kent,2014,Rape,Number,0
Kent,2014,Rape,"Rate (per 100,000)",0
Kent,2014,Robbery,Number,0
Kent,2014,Robbery,"Rate (per 100,000)",0
Kent,2014,Burglary,Number,1
Kent,2014,Burglary,"Rate (per 100,000)",33.2
Kent,2014,Larceny,Number,4
Kent,2014,Larceny,"Rate (per 100,000)",132.7
Kent,2014,Motor Vehicle Theft,Number,0
Kent,2014,Motor Vehicle Theft,"Rate (per 100,000)",0
Kent,2014,Arson,Number,0
Kent,2014,Arson,"Rate (per 100,000)",0
Kent,2015,Total Crime,Number,13
Kent,2015,Total Crime,"Rate (per 100,000)",431.6
Kent,2015,Total Violent Crime,Number,0
Kent,2015,Total Violent Crime,"Rate (per 100,000)",0
Kent,2015,Total Property Crime,Number,13
Kent,2015,Total Property Crime,"Rate (per 100,000)",431.6
Kent,2015,Aggravated Assault,Number,0
Kent,2015,Aggravated Assault,"Rate (per 100,000)",0
Kent,2015,Murder,Number,0
Kent,2015,Murder,"Rate (per 100,000)",0
Kent,2015,Rape,Number,0
Kent,2015,Rape,"Rate (per 100,000)",0
Kent,2015,Robbery,Number,0
Kent,2015,Robbery,"Rate (per 100,000)",0
Kent,2015,Burglary,Number,3
Kent,2015,Burglary,"Rate (per 100,000)",99.6
Kent,2015,Larceny,Number,8
Kent,2015,Larceny,"Rate (per 100,000)",265.6
Kent,2015,Motor Vehicle Theft,Number,2
Kent,2015,Motor Vehicle Theft,"Rate (per 100,000)",66.4
Kent,2015,Arson,Number,0
Kent,2015,Arson,"Rate (per 100,000)",0
Kent,2016,Total Crime,Number,10
Kent,2016,Total Crime,"Rate (per 100,000)",332.8
Kent,2016,Total Violent Crime,Number,1
Kent,2016,Total Violent Crime,"Rate (per 100,000)",33.3
Kent,2016,Total Property Crime,Number,9
Kent,2016,Total Property Crime,"Rate (per 100,000)",299.5
Kent,2016,Aggravated Assault,Number,0
Kent,2016,Aggravated Assault,"Rate (per 100,000)",0
Kent,2016,Murder,Number,0
Kent,2016,Murder,"Rate (per 100,000)",0
Kent,2016,Rape,Number,1
Kent,2016,Rape,"Rate (per 100,000)",33.3
Kent,2016,Robbery,Number,0
Kent,2016,Robbery,"Rate (per 100,000)",0
Kent,2016,Burglary,Number,2
Kent,2016,Burglary,"Rate (per 100,000)",66.6
Kent,2016,Larceny,Number,6
Kent,2016,Larceny,"Rate (per 100,000)",199.7
Kent,2016,Motor Vehicle Theft,Number,1
Kent,2016,Motor Vehicle Theft,"Rate (per 100,000)",33.3
Kent,2016,Arson,Number,0
Kent,2016,Arson,"Rate (per 100,000)",0
Kent,2017,Total Crime,Number,12
Kent,2017,Total Crime,"Rate (per 100,000)",398.8
Kent,2017,Total Violent Crime,Number,3
Kent,2017,Total Violent Crime,"Rate (per 100,000)",99.7
Kent,2017,Total Property Crime,Number,9
Kent,2017,Total Property Crime,"Rate (per 100,000)",299.1
Kent,2017,Aggravated Assault,Number,1
Kent,2017,Aggravated Assault,"Rate (per 100,000)",33.2
Kent,2017,Murder,Number,1
Kent,2017,Murder,"Rate (per 100,000)",33.2
Kent,2017,Rape,Number,1
Kent,2017,Rape,"Rate (per 100,000)",33.2
Kent,2017,Robbery,Number,0
Kent,2017,Robbery,"Rate (per 100,000)",0
Kent,2017,Burglary,Number,0
Kent,2017,Burglary,"Rate (per 100,000)",0
Kent,2017,Larceny,Number,8
Kent,2017,Larceny,"Rate (per 100,000)",265.9
Kent,2017,Motor Vehicle Theft,Number,1
Kent,2017,Motor Vehicle Theft,"Rate (per 100,000)",33.2
Kent,2017,Arson,Number,0
Kent,2017,Arson,"Rate (per 100,000)",0
Killingly,2010,Total Crime,Number,215
Killingly,2010,Total Crime,"Rate (per 100,000)",1243.8
Killingly,2010,Total Violent Crime,Number,23
Killingly,2010,Total Violent Crime,"Rate (per 100,000)",133.1
Killingly,2010,Total Property Crime,Number,192
Killingly,2010,Total Property Crime,"Rate (per 100,000)",1110.7
Killingly,2010,Aggravated Assault,Number,14
Killingly,2010,Aggravated Assault,"Rate (per 100,000)",81
Killingly,2010,Murder,Number,1
Killingly,2010,Murder,"Rate (per 100,000)",5.8
Killingly,2010,Rape,Number,5
Killingly,2010,Rape,"Rate (per 100,000)",28.9
Killingly,2010,Robbery,Number,3
Killingly,2010,Robbery,"Rate (per 100,000)",17.4
Killingly,2010,Burglary,Number,69
Killingly,2010,Burglary,"Rate (per 100,000)",399.2
Killingly,2010,Larceny,Number,104
Killingly,2010,Larceny,"Rate (per 100,000)",601.6
Killingly,2010,Motor Vehicle Theft,Number,19
Killingly,2010,Motor Vehicle Theft,"Rate (per 100,000)",109.9
Killingly,2010,Arson,Number,0
Killingly,2010,Arson,"Rate (per 100,000)",0
Killingly,2011,Total Crime,Number,180
Killingly,2011,Total Crime,"Rate (per 100,000)",1039.4
Killingly,2011,Total Violent Crime,Number,17
Killingly,2011,Total Violent Crime,"Rate (per 100,000)",98.2
Killingly,2011,Total Property Crime,Number,163
Killingly,2011,Total Property Crime,"Rate (per 100,000)",941.2
Killingly,2011,Aggravated Assault,Number,12
Killingly,2011,Aggravated Assault,"Rate (per 100,000)",69.3
Killingly,2011,Murder,Number,0
Killingly,2011,Murder,"Rate (per 100,000)",0
Killingly,2011,Rape,Number,2
Killingly,2011,Rape,"Rate (per 100,000)",11.5
Killingly,2011,Robbery,Number,3
Killingly,2011,Robbery,"Rate (per 100,000)",17.3
Killingly,2011,Burglary,Number,51
Killingly,2011,Burglary,"Rate (per 100,000)",294.5
Killingly,2011,Larceny,Number,104
Killingly,2011,Larceny,"Rate (per 100,000)",600.5
Killingly,2011,Motor Vehicle Theft,Number,8
Killingly,2011,Motor Vehicle Theft,"Rate (per 100,000)",46.2
Killingly,2011,Arson,Number,3
Killingly,2011,Arson,"Rate (per 100,000)",17.3
Killingly,2012,Total Crime,Number,209
Killingly,2012,Total Crime,"Rate (per 100,000)",1203.6
Killingly,2012,Total Violent Crime,Number,17
Killingly,2012,Total Violent Crime,"Rate (per 100,000)",97.9
Killingly,2012,Total Property Crime,Number,192
Killingly,2012,Total Property Crime,"Rate (per 100,000)",1105.7
Killingly,2012,Aggravated Assault,Number,9
Killingly,2012,Aggravated Assault,"Rate (per 100,000)",51.8
Killingly,2012,Murder,Number,0
Killingly,2012,Murder,"Rate (per 100,000)",0
Killingly,2012,Rape,Number,6
Killingly,2012,Rape,"Rate (per 100,000)",34.6
Killingly,2012,Robbery,Number,2
Killingly,2012,Robbery,"Rate (per 100,000)",11.5
Killingly,2012,Burglary,Number,57
Killingly,2012,Burglary,"Rate (per 100,000)",328.2
Killingly,2012,Larceny,Number,127
Killingly,2012,Larceny,"Rate (per 100,000)",731.4
Killingly,2012,Motor Vehicle Theft,Number,8
Killingly,2012,Motor Vehicle Theft,"Rate (per 100,000)",46.1
Killingly,2012,Arson,Number,1
Killingly,2012,Arson,"Rate (per 100,000)",5.8
Killingly,2013,Total Crime,Number,213
Killingly,2013,Total Crime,"Rate (per 100,000)",1225.1
Killingly,2013,Total Violent Crime,Number,15
Killingly,2013,Total Violent Crime,"Rate (per 100,000)",86.3
Killingly,2013,Total Property Crime,Number,198
Killingly,2013,Total Property Crime,"Rate (per 100,000)",1138.8
Killingly,2013,Aggravated Assault,Number,11
Killingly,2013,Aggravated Assault,"Rate (per 100,000)",63.3
Killingly,2013,Murder,Number,0
Killingly,2013,Murder,"Rate (per 100,000)",0
Killingly,2013,Rape,Number,2
Killingly,2013,Rape,"Rate (per 100,000)",11.5
Killingly,2013,Robbery,Number,2
Killingly,2013,Robbery,"Rate (per 100,000)",11.5
Killingly,2013,Burglary,Number,57
Killingly,2013,Burglary,"Rate (per 100,000)",327.8
Killingly,2013,Larceny,Number,134
Killingly,2013,Larceny,"Rate (per 100,000)",770.7
Killingly,2013,Motor Vehicle Theft,Number,7
Killingly,2013,Motor Vehicle Theft,"Rate (per 100,000)",40.3
Killingly,2013,Arson,Number,1
Killingly,2013,Arson,"Rate (per 100,000)",5.8
Killingly,2014,Total Crime,Number,210
Killingly,2014,Total Crime,"Rate (per 100,000)",1208.8
Killingly,2014,Total Violent Crime,Number,31
Killingly,2014,Total Violent Crime,"Rate (per 100,000)",178.4
Killingly,2014,Total Property Crime,Number,179
Killingly,2014,Total Property Crime,"Rate (per 100,000)",1030.3
Killingly,2014,Aggravated Assault,Number,23
Killingly,2014,Aggravated Assault,"Rate (per 100,000)",132.4
Killingly,2014,Murder,Number,0
Killingly,2014,Murder,"Rate (per 100,000)",0
Killingly,2014,Rape,Number,6
Killingly,2014,Rape,"Rate (per 100,000)",34.5
Killingly,2014,Robbery,Number,2
Killingly,2014,Robbery,"Rate (per 100,000)",11.5
Killingly,2014,Burglary,Number,40
Killingly,2014,Burglary,"Rate (per 100,000)",230.2
Killingly,2014,Larceny,Number,131
Killingly,2014,Larceny,"Rate (per 100,000)",754
Killingly,2014,Motor Vehicle Theft,Number,8
Killingly,2014,Motor Vehicle Theft,"Rate (per 100,000)",46
Killingly,2014,Arson,Number,2
Killingly,2014,Arson,"Rate (per 100,000)",11.5
Killingly,2015,Total Crime,Number,155
Killingly,2015,Total Crime,"Rate (per 100,000)",893.2
Killingly,2015,Total Violent Crime,Number,15
Killingly,2015,Total Violent Crime,"Rate (per 100,000)",86.4
Killingly,2015,Total Property Crime,Number,140
Killingly,2015,Total Property Crime,"Rate (per 100,000)",806.7
Killingly,2015,Aggravated Assault,Number,9
Killingly,2015,Aggravated Assault,"Rate (per 100,000)",51.9
Killingly,2015,Murder,Number,0
Killingly,2015,Murder,"Rate (per 100,000)",0
Killingly,2015,Rape,Number,6
Killingly,2015,Rape,"Rate (per 100,000)",34.6
Killingly,2015,Robbery,Number,0
Killingly,2015,Robbery,"Rate (per 100,000)",0
Killingly,2015,Burglary,Number,34
Killingly,2015,Burglary,"Rate (per 100,000)",195.9
Killingly,2015,Larceny,Number,99
Killingly,2015,Larceny,"Rate (per 100,000)",570.5
Killingly,2015,Motor Vehicle Theft,Number,7
Killingly,2015,Motor Vehicle Theft,"Rate (per 100,000)",40.3
Killingly,2015,Arson,Number,3
Killingly,2015,Arson,"Rate (per 100,000)",17.3
Killingly,2016,Total Crime,Number,138
Killingly,2016,Total Crime,"Rate (per 100,000)",797
Killingly,2016,Total Violent Crime,Number,9
Killingly,2016,Total Violent Crime,"Rate (per 100,000)",52
Killingly,2016,Total Property Crime,Number,129
Killingly,2016,Total Property Crime,"Rate (per 100,000)",745.1
Killingly,2016,Aggravated Assault,Number,2
Killingly,2016,Aggravated Assault,"Rate (per 100,000)",11.6
Killingly,2016,Murder,Number,1
Killingly,2016,Murder,"Rate (per 100,000)",5.8
Killingly,2016,Rape,Number,2
Killingly,2016,Rape,"Rate (per 100,000)",11.6
Killingly,2016,Robbery,Number,4
Killingly,2016,Robbery,"Rate (per 100,000)",23.1
Killingly,2016,Burglary,Number,16
Killingly,2016,Burglary,"Rate (per 100,000)",92.4
Killingly,2016,Larceny,Number,98
Killingly,2016,Larceny,"Rate (per 100,000)",566
Killingly,2016,Motor Vehicle Theft,Number,15
Killingly,2016,Motor Vehicle Theft,"Rate (per 100,000)",86.6
Killingly,2016,Arson,Number,1
Killingly,2016,Arson,"Rate (per 100,000)",5.8
Killingly,2017,Total Crime,Number,132
Killingly,2017,Total Crime,"Rate (per 100,000)",761.3
Killingly,2017,Total Violent Crime,Number,19
Killingly,2017,Total Violent Crime,"Rate (per 100,000)",109.6
Killingly,2017,Total Property Crime,Number,113
Killingly,2017,Total Property Crime,"Rate (per 100,000)",651.7
Killingly,2017,Aggravated Assault,Number,7
Killingly,2017,Aggravated Assault,"Rate (per 100,000)",40.4
Killingly,2017,Murder,Number,0
Killingly,2017,Murder,"Rate (per 100,000)",0
Killingly,2017,Rape,Number,10
Killingly,2017,Rape,"Rate (per 100,000)",57.7
Killingly,2017,Robbery,Number,2
Killingly,2017,Robbery,"Rate (per 100,000)",11.5
Killingly,2017,Burglary,Number,27
Killingly,2017,Burglary,"Rate (per 100,000)",155.7
Killingly,2017,Larceny,Number,76
Killingly,2017,Larceny,"Rate (per 100,000)",438.3
Killingly,2017,Motor Vehicle Theft,Number,10
Killingly,2017,Motor Vehicle Theft,"Rate (per 100,000)",57.7
Killingly,2017,Arson,Number,0
Killingly,2017,Arson,"Rate (per 100,000)",0
Killingworth,2010,Total Crime,Number,31
Killingworth,2010,Total Crime,"Rate (per 100,000)",490.8
Killingworth,2010,Total Violent Crime,Number,2
Killingworth,2010,Total Violent Crime,"Rate (per 100,000)",31.7
Killingworth,2010,Total Property Crime,Number,29
Killingworth,2010,Total Property Crime,"Rate (per 100,000)",459.2
Killingworth,2010,Aggravated Assault,Number,2
Killingworth,2010,Aggravated Assault,"Rate (per 100,000)",31.7
Killingworth,2010,Murder,Number,0
Killingworth,2010,Murder,"Rate (per 100,000)",0
Killingworth,2010,Rape,Number,0
Killingworth,2010,Rape,"Rate (per 100,000)",0
Killingworth,2010,Robbery,Number,0
Killingworth,2010,Robbery,"Rate (per 100,000)",0
Killingworth,2010,Burglary,Number,11
Killingworth,2010,Burglary,"Rate (per 100,000)",174.2
Killingworth,2010,Larceny,Number,18
Killingworth,2010,Larceny,"Rate (per 100,000)",285
Killingworth,2010,Motor Vehicle Theft,Number,0
Killingworth,2010,Motor Vehicle Theft,"Rate (per 100,000)",0
Killingworth,2010,Arson,Number,0
Killingworth,2010,Arson,"Rate (per 100,000)",0
Killingworth,2011,Total Crime,Number,32
Killingworth,2011,Total Crime,"Rate (per 100,000)",505.7
Killingworth,2011,Total Violent Crime,Number,2
Killingworth,2011,Total Violent Crime,"Rate (per 100,000)",31.6
Killingworth,2011,Total Property Crime,Number,30
Killingworth,2011,Total Property Crime,"Rate (per 100,000)",474.1
Killingworth,2011,Aggravated Assault,Number,2
Killingworth,2011,Aggravated Assault,"Rate (per 100,000)",31.6
Killingworth,2011,Murder,Number,0
Killingworth,2011,Murder,"Rate (per 100,000)",0
Killingworth,2011,Rape,Number,0
Killingworth,2011,Rape,"Rate (per 100,000)",0
Killingworth,2011,Robbery,Number,0
Killingworth,2011,Robbery,"Rate (per 100,000)",0
Killingworth,2011,Burglary,Number,13
Killingworth,2011,Burglary,"Rate (per 100,000)",205.4
Killingworth,2011,Larceny,Number,16
Killingworth,2011,Larceny,"Rate (per 100,000)",252.8
Killingworth,2011,Motor Vehicle Theft,Number,1
Killingworth,2011,Motor Vehicle Theft,"Rate (per 100,000)",15.8
Killingworth,2011,Arson,Number,0
Killingworth,2011,Arson,"Rate (per 100,000)",0
Killingworth,2012,Total Crime,Number,28
Killingworth,2012,Total Crime,"Rate (per 100,000)",441.3
Killingworth,2012,Total Violent Crime,Number,2
Killingworth,2012,Total Violent Crime,"Rate (per 100,000)",31.5
Killingworth,2012,Total Property Crime,Number,26
Killingworth,2012,Total Property Crime,"Rate (per 100,000)",409.8
Killingworth,2012,Aggravated Assault,Number,1
Killingworth,2012,Aggravated Assault,"Rate (per 100,000)",15.8
Killingworth,2012,Murder,Number,0
Killingworth,2012,Murder,"Rate (per 100,000)",0
Killingworth,2012,Rape,Number,0
Killingworth,2012,Rape,"Rate (per 100,000)",0
Killingworth,2012,Robbery,Number,1
Killingworth,2012,Robbery,"Rate (per 100,000)",15.8
Killingworth,2012,Burglary,Number,12
Killingworth,2012,Burglary,"Rate (per 100,000)",189.1
Killingworth,2012,Larceny,Number,13
Killingworth,2012,Larceny,"Rate (per 100,000)",204.9
Killingworth,2012,Motor Vehicle Theft,Number,1
Killingworth,2012,Motor Vehicle Theft,"Rate (per 100,000)",15.8
Killingworth,2012,Arson,Number,0
Killingworth,2012,Arson,"Rate (per 100,000)",0
Killingworth,2013,Total Crime,Number,14
Killingworth,2013,Total Crime,"Rate (per 100,000)",220.4
Killingworth,2013,Total Violent Crime,Number,0
Killingworth,2013,Total Violent Crime,"Rate (per 100,000)",0
Killingworth,2013,Total Property Crime,Number,14
Killingworth,2013,Total Property Crime,"Rate (per 100,000)",220.4
Killingworth,2013,Aggravated Assault,Number,0
Killingworth,2013,Aggravated Assault,"Rate (per 100,000)",0
Killingworth,2013,Murder,Number,0
Killingworth,2013,Murder,"Rate (per 100,000)",0
Killingworth,2013,Rape,Number,0
Killingworth,2013,Rape,"Rate (per 100,000)",0
Killingworth,2013,Robbery,Number,0
Killingworth,2013,Robbery,"Rate (per 100,000)",0
Killingworth,2013,Burglary,Number,5
Killingworth,2013,Burglary,"Rate (per 100,000)",78.7
Killingworth,2013,Larceny,Number,7
Killingworth,2013,Larceny,"Rate (per 100,000)",110.2
Killingworth,2013,Motor Vehicle Theft,Number,2
Killingworth,2013,Motor Vehicle Theft,"Rate (per 100,000)",31.5
Killingworth,2013,Arson,Number,0
Killingworth,2013,Arson,"Rate (per 100,000)",0
Killingworth,2014,Total Crime,Number,26
Killingworth,2014,Total Crime,"Rate (per 100,000)",409.6
Killingworth,2014,Total Violent Crime,Number,1
Killingworth,2014,Total Violent Crime,"Rate (per 100,000)",15.8
Killingworth,2014,Total Property Crime,Number,25
Killingworth,2014,Total Property Crime,"Rate (per 100,000)",393.8
Killingworth,2014,Aggravated Assault,Number,1
Killingworth,2014,Aggravated Assault,"Rate (per 100,000)",15.8
Killingworth,2014,Murder,Number,0
Killingworth,2014,Murder,"Rate (per 100,000)",0
Killingworth,2014,Rape,Number,0
Killingworth,2014,Rape,"Rate (per 100,000)",0
Killingworth,2014,Robbery,Number,0
Killingworth,2014,Robbery,"Rate (per 100,000)",0
Killingworth,2014,Burglary,Number,7
Killingworth,2014,Burglary,"Rate (per 100,000)",110.3
Killingworth,2014,Larceny,Number,18
Killingworth,2014,Larceny,"Rate (per 100,000)",283.6
Killingworth,2014,Motor Vehicle Theft,Number,0
Killingworth,2014,Motor Vehicle Theft,"Rate (per 100,000)",0
Killingworth,2014,Arson,Number,0
Killingworth,2014,Arson,"Rate (per 100,000)",0
Killingworth,2015,Total Crime,Number,25
Killingworth,2015,Total Crime,"Rate (per 100,000)",394.3
Killingworth,2015,Total Violent Crime,Number,4
Killingworth,2015,Total Violent Crime,"Rate (per 100,000)",63.1
Killingworth,2015,Total Property Crime,Number,21
Killingworth,2015,Total Property Crime,"Rate (per 100,000)",331.2
Killingworth,2015,Aggravated Assault,Number,1
Killingworth,2015,Aggravated Assault,"Rate (per 100,000)",15.8
Killingworth,2015,Murder,Number,1
Killingworth,2015,Murder,"Rate (per 100,000)",15.8
Killingworth,2015,Rape,Number,0
Killingworth,2015,Rape,"Rate (per 100,000)",0
Killingworth,2015,Robbery,Number,2
Killingworth,2015,Robbery,"Rate (per 100,000)",31.5
Killingworth,2015,Burglary,Number,9
Killingworth,2015,Burglary,"Rate (per 100,000)",141.9
Killingworth,2015,Larceny,Number,12
Killingworth,2015,Larceny,"Rate (per 100,000)",189.2
Killingworth,2015,Motor Vehicle Theft,Number,0
Killingworth,2015,Motor Vehicle Theft,"Rate (per 100,000)",0
Killingworth,2015,Arson,Number,0
Killingworth,2015,Arson,"Rate (per 100,000)",0
Killingworth,2016,Total Crime,Number,17
Killingworth,2016,Total Crime,"Rate (per 100,000)",268.7
Killingworth,2016,Total Violent Crime,Number,1
Killingworth,2016,Total Violent Crime,"Rate (per 100,000)",15.8
Killingworth,2016,Total Property Crime,Number,16
Killingworth,2016,Total Property Crime,"Rate (per 100,000)",252.9
Killingworth,2016,Aggravated Assault,Number,1
Killingworth,2016,Aggravated Assault,"Rate (per 100,000)",15.8
Killingworth,2016,Murder,Number,0
Killingworth,2016,Murder,"Rate (per 100,000)",0
Killingworth,2016,Rape,Number,0
Killingworth,2016,Rape,"Rate (per 100,000)",0
Killingworth,2016,Robbery,Number,0
Killingworth,2016,Robbery,"Rate (per 100,000)",0
Killingworth,2016,Burglary,Number,4
Killingworth,2016,Burglary,"Rate (per 100,000)",63.2
Killingworth,2016,Larceny,Number,10
Killingworth,2016,Larceny,"Rate (per 100,000)",158.1
Killingworth,2016,Motor Vehicle Theft,Number,2
Killingworth,2016,Motor Vehicle Theft,"Rate (per 100,000)",31.6
Killingworth,2016,Arson,Number,0
Killingworth,2016,Arson,"Rate (per 100,000)",0
Killingworth,2017,Total Crime,Number,15
Killingworth,2017,Total Crime,"Rate (per 100,000)",236.8
Killingworth,2017,Total Violent Crime,Number,2
Killingworth,2017,Total Violent Crime,"Rate (per 100,000)",31.6
Killingworth,2017,Total Property Crime,Number,13
Killingworth,2017,Total Property Crime,"Rate (per 100,000)",205.2
Killingworth,2017,Aggravated Assault,Number,0
Killingworth,2017,Aggravated Assault,"Rate (per 100,000)",0
Killingworth,2017,Murder,Number,0
Killingworth,2017,Murder,"Rate (per 100,000)",0
Killingworth,2017,Rape,Number,0
Killingworth,2017,Rape,"Rate (per 100,000)",0
Killingworth,2017,Robbery,Number,2
Killingworth,2017,Robbery,"Rate (per 100,000)",31.6
Killingworth,2017,Burglary,Number,4
Killingworth,2017,Burglary,"Rate (per 100,000)",63.1
Killingworth,2017,Larceny,Number,9
Killingworth,2017,Larceny,"Rate (per 100,000)",142.1
Killingworth,2017,Motor Vehicle Theft,Number,0
Killingworth,2017,Motor Vehicle Theft,"Rate (per 100,000)",0
Killingworth,2017,Arson,Number,0
Killingworth,2017,Arson,"Rate (per 100,000)",0
Lebanon,2010,Total Crime,Number,64
Lebanon,2010,Total Crime,"Rate (per 100,000)",882.8
Lebanon,2010,Total Violent Crime,Number,0
Lebanon,2010,Total Violent Crime,"Rate (per 100,000)",0
Lebanon,2010,Total Property Crime,Number,64
Lebanon,2010,Total Property Crime,"Rate (per 100,000)",882.8
Lebanon,2010,Aggravated Assault,Number,0
Lebanon,2010,Aggravated Assault,"Rate (per 100,000)",0
Lebanon,2010,Murder,Number,0
Lebanon,2010,Murder,"Rate (per 100,000)",0
Lebanon,2010,Rape,Number,0
Lebanon,2010,Rape,"Rate (per 100,000)",0
Lebanon,2010,Robbery,Number,0
Lebanon,2010,Robbery,"Rate (per 100,000)",0
Lebanon,2010,Burglary,Number,27
Lebanon,2010,Burglary,"Rate (per 100,000)",372.4
Lebanon,2010,Larceny,Number,34
Lebanon,2010,Larceny,"Rate (per 100,000)",469
Lebanon,2010,Motor Vehicle Theft,Number,3
Lebanon,2010,Motor Vehicle Theft,"Rate (per 100,000)",41.4
Lebanon,2010,Arson,Number,0
Lebanon,2010,Arson,"Rate (per 100,000)",0
Lebanon,2011,Total Crime,Number,55
Lebanon,2011,Total Crime,"Rate (per 100,000)",757.3
Lebanon,2011,Total Violent Crime,Number,1
Lebanon,2011,Total Violent Crime,"Rate (per 100,000)",13.8
Lebanon,2011,Total Property Crime,Number,54
